aberrations,coma-free,double-pass,losses,modified-Land,ray-traced,apertures
2.2763359174460938,2.276335917446087,1.3080581066346362,1.439287104776759,3.1910951638873115,1.048727548609078,200.0
4.272454883454572,4.27245488345456,2.1869258053608553,2.4051203789130415,4.986086193573923,1.7237401109936057,250.0
7.083265368973341,7.1799641187464305,3.2595806693912865,3.6299281883890404,7.179964118746452,2.5834078227045665,300.0
9.77272893940489,8.674007821779007,3.7523626075004843,4.177858166518477,9.77272893940489,2.995879562717807,350.0
12.592471767063715,8.814730236944575,3.79637177996782,4.18030006101104,12.764380655549246,2.995517656029156,400.0
